#UniProt1	UniProt2	PubMedIDs	InteractionType	Directedness
Q9VN82	Q9VVI3	22110040	Post-translational_modification	PPI_directed
Q0E973	Q00805	22110040	Post-translational_modification	PPI_directed
B7Z0W8	Q00805	22110040	Post-translational_modification	PPI_directed
P49762	Q08012	22110040	Post-translational_modification	PPI_directed
Q9VL34	P29503	22110040	Post-translational_modification	PPI_directed
P40792	Q23977	10985385;11825878;21071413	interaction_from_external_databases	PPI_undirected
Q7YU74	Q01083	22110040	Post-translational_modification	PPI_directed
G4LU40	P04412	22110040	Post-translational_modification	PPI_directed
Q7KM08	Q9Y0H4	22110040	Post-translational_modification	PPI_directed
Q8INR0	Q7YU60	23331499;10357889	Interaction_between_pathway_members	PPI_directed
C8VUZ0	Q9VVI3	22110040	Post-translational_modification	PPI_directed
Q7JQ39	Q9VM64	22110040	Post-translational_modification	PPI_directed
A1ZA68	P04412	22110040	Post-translational_modification	PPI_directed
Q9V9J3	Q23985	14605208;21071413	interaction_from_external_databases	PPI_undirected
Q9U983	Q01083	22110040	Post-translational_modification	PPI_directed
P18475	Q7KTP1	21071413	Directed_protein-protein_interaction	PPI_predicted_as_directed
A4V134	P04412	22110040	Post-translational_modification	PPI_directed
Q7YU29	P04412	22110040	Post-translational_modification	PPI_directed
D3DMM2	Q00805	22110040	Post-translational_modification	PPI_directed
P18431	P09615	8787754;12015286;11124806;21071413	interaction_from_external_databases	PPI_undirected
Q8IMC5	Q9Y0H4	22110040	Post-translational_modification	PPI_directed
E1U3G0	P04412	22110040	Post-translational_modification	PPI_directed
Q9GTV1	P29503	22110040	Post-translational_modification	PPI_directed
P10041	Q9Y0H4	9832525;10353900;8150285;21071413	interaction_from_external_databases	PPI_undirected
A4IJ82	P29503	22110040	Post-translational_modification	PPI_directed
P19538	O16844	15063184;11914126;11090136;15710747;21036869;9244298;10825151;21071413	interaction_from_external_databases	PPI_undirected
A1ZA69	Q9VM64	22110040	Post-translational_modification	PPI_directed
Q8SWT5	Q00805	22110040	Post-translational_modification	PPI_directed
B4F4V8	P04412	22110040	Post-translational_modification	PPI_directed
Q95UN8	Q9VVI3	22110040	Post-translational_modification	PPI_directed
Q7KVT3	P04412	22110040	Post-translational_modification	PPI_directed
C8VV09	Q9VM64	22110040	Post-translational_modification	PPI_directed
D3DMT0	P04412	22110040	Post-translational_modification	PPI_directed
Q8I6M5	Q01083	22110040	Post-translational_modification	PPI_directed
Q7KV89	Q00805	22110040	Post-translational_modification	PPI_directed
O61661	Q9Y0H4	22110040	Post-translational_modification	PPI_directed
Q8STF7	Q00805	22110040	Post-translational_modification	PPI_directed
B6IDW7	Q00805	22110040	Post-translational_modification	PPI_directed
H1ZYH1	Q01083	22110040	Post-translational_modification	PPI_directed
A1Z7Y7	Q08012	22110040	Post-translational_modification	PPI_directed
Q9VAH7	Q08012	22110040	Post-translational_modification	PPI_directed
Q9NBK5	Q01083	22110040	Post-translational_modification	PPI_directed
A1Z867	Q00805	22110040	Post-translational_modification	PPI_directed
P18475	P08646	12750336;9428424;8384582;21071413	interaction_from_external_databases	PPI_undirected
E1U3G1	Q9Y0H4	22110040	Post-translational_modification	PPI_directed
A1ZBR5	Q01083	22110040	Post-translational_modification	PPI_directed
P07207	P00522	21071413	Directed_protein-protein_interaction	PPI_predicted_as_directed
Q24324	P13368	21071413	Directed_protein-protein_interaction	PPI_predicted_as_directed
Q0E965	P04412	22110040	Post-translational_modification	PPI_directed
Q86P88	P04412	22110040	Post-translational_modification	PPI_directed
Q0KHU9	P04412	22110040	Post-translational_modification	PPI_directed
Q23993	Q9VVI3	22110040	Post-translational_modification	PPI_directed
Q9VCR6	Q00805	22110040	Post-translational_modification	PPI_directed
Q194S5	Q9Y0H4	22110040	Post-translational_modification	PPI_directed
Q9VXN5	Q9VVI3	22110040	Post-translational_modification	PPI_directed
Q9VAA1	Q9Y0H4	22110040	Post-translational_modification	PPI_directed
Q9XTK9	P29503	22110040	Post-translational_modification	PPI_directed
A1ZBM0	Q9Y0H4	22110040	Post-translational_modification	PPI_directed
Q32KG0	Q9VM64	22110040	Post-translational_modification	PPI_directed
H1UUM2	Q00805	22110040	Post-translational_modification	PPI_directed
C4JC89	Q08012	22110040	Post-translational_modification	PPI_directed
Q24326	P04412	22110040	Post-translational_modification	PPI_directed
Q95T01	Q00805	22110040	Post-translational_modification	PPI_directed
Q0E971	Q9VVI3	22110040	Post-translational_modification	PPI_directed
Q8SY06	Q00805	22110040	Post-translational_modification	PPI_directed
A4V3J9	P29503	22110040	Post-translational_modification	PPI_directed
P21519	P10041	10545243;21071413	interaction_from_external_databases	PPI_undirected
O17048	P04412	22110040	Post-translational_modification	PPI_directed
P91667	P29503	22110040	Post-translational_modification	PPI_directed
Q95U75	Q9Y0H4	22110040	Post-translational_modification	PPI_directed
A1Z9X0	Q9Y0H4	22110040	Post-translational_modification	PPI_directed
Q9VXE5	P04412	22110040	Post-translational_modification	PPI_directed
C9QP81	Q08012	22110040	Post-translational_modification	PPI_directed
Q7KVY5	Q08012	22110040	Post-translational_modification	PPI_directed
D6W4K4	P04412	22110040	Post-translational_modification	PPI_directed
O61267	P29503	22110040	Post-translational_modification	PPI_directed
Q24496	P04412	22110040	Post-translational_modification	PPI_directed
Q95TG3	Q9Y0H4	22110040	Post-translational_modification	PPI_directed
B6UXR5	P04412	22110040	Post-translational_modification	PPI_directed
Q9VZI9	Q9VVI3	22110040	Post-translational_modification	PPI_directed
A4V166	P04412	22110040	Post-translational_modification	PPI_directed
P92177	Q01083	22110040	Post-translational_modification	PPI_directed
Q7M3J7	Q01083	22110040	Post-translational_modification	PPI_directed
Q24468	Q9VVI3	22110040	Post-translational_modification	PPI_directed
Q95RR8	Q9VM64	22110040	Post-translational_modification	PPI_directed
Q9VHC3	P29503	22110040	Post-translational_modification	PPI_directed
E1U3F9	P29503	22110040	Post-translational_modification	PPI_directed
Q9VJA1	Q01083	22110040	Post-translational_modification	PPI_directed
P29349	Q9Y0H4	22110040	Post-translational_modification	PPI_directed
Q8IQ91	Q00805	22110040	Post-translational_modification	PPI_directed
Q27393	Q9VVI3	22110040	Post-translational_modification	PPI_directed
Q95T82	P04412	22110040	Post-translational_modification	PPI_directed
Q23975	Q01083	22110040	Post-translational_modification	PPI_directed
O46068	P04412	22110040	Post-translational_modification	PPI_directed
Q7KM08	Q08012	22110040	Post-translational_modification	PPI_directed
P83102	P04412	22110040	Post-translational_modification	PPI_directed
Q8SX30	P04412	22110040	Post-translational_modification	PPI_directed
Q24210	Q08012	22110040	Post-translational_modification	PPI_directed
P40792	P18289	10985385;9224721;21036869;21071413	interaction_from_external_databases	PPI_undirected
C6TP14	Q9VVI3	22110040	Post-translational_modification	PPI_directed
P10981	Q08012	22110040	Post-translational_modification	PPI_directed
P32392	P29503	22110040	Post-translational_modification	PPI_directed
Q9VDS9	Q01083	22110040	Post-translational_modification	PPI_directed
A1ZA70	P04412	22110040	Post-translational_modification	PPI_directed
D1YSG7	Q08012	22110040	Post-translational_modification	PPI_directed
B9EQT0	Q9VM64	22110040	Post-translational_modification	PPI_directed
P09615	P40589	11401396;11180811;11717401;21071413	interaction_from_external_databases	PPI_undirected
Q9GV81	Q9VVI3	22110040	Post-translational_modification	PPI_directed
P36872	P13368	21071413	Directed_protein-protein_interaction	PPI_predicted_as_directed
A8DYP0	Q9VVI3	22110040	Post-translational_modification	PPI_directed
Q7YU29	Q00805	22110040	Post-translational_modification	PPI_directed
P54367	Q01083	22110040	Post-translational_modification	PPI_directed
P08630	Q08012	22110040	Post-translational_modification	PPI_directed
F6JB93	P04412	22110040	Post-translational_modification	PPI_directed
Q9VEX2	Q9VVI3	22110040	Post-translational_modification	PPI_directed
Q8INY1	P29503	22110040	Post-translational_modification	PPI_directed
P20350	Q01842	7833286;21071413	interaction_from_external_databases	PPI_undirected
Q9VYN5	Q01083	22110040	Post-translational_modification	PPI_directed
Q9VXN5	Q00805	22110040	Post-translational_modification	PPI_directed
Q9VXE8	P04412	22110040	Post-translational_modification	PPI_directed
H1ZYC1	Q9Y0H4	22110040	Post-translational_modification	PPI_directed
Q9VE58	Q9VM64	22110040	Post-translational_modification	PPI_directed
Q5U119	Q9Y0H4	22110040	Post-translational_modification	PPI_directed
C6SV07	Q00805	22110040	Post-translational_modification	PPI_directed
C5I7I9	Q00805	22110040	Post-translational_modification	PPI_directed
P25008	Q01083	22110040	Post-translational_modification	PPI_directed
Q9V455	P29503	22110040	Post-translational_modification	PPI_directed
E1U3G4	Q9Y0H4	22110040	Post-translational_modification	PPI_directed
P54733	Q01083	22110040	Post-translational_modification	PPI_directed
P91634	P04412	22110040	Post-translational_modification	PPI_directed
Q7KM05	Q01083	22110040	Post-translational_modification	PPI_directed
Q9VK45	Q08012	22110040	Post-translational_modification	PPI_directed
Q7KNM2	Q01083	22110040	Post-translational_modification	PPI_directed
C7LAC8	Q9Y0H4	22110040	Post-translational_modification	PPI_directed
Q9XTK9	Q00805	22110040	Post-translational_modification	PPI_directed
P18168	P10041	11719214;9553038;10519550;9927593;21071413	interaction_from_external_databases	PPI_undirected
D1YSG8	P29503	22110040	Post-translational_modification	PPI_directed
Q8INU8	Q08012	22110040	Post-translational_modification	PPI_directed
Q9U1K8	P04412	22110040	Post-translational_modification	PPI_directed
Q7JPM7	Q9Y0H4	22110040	Post-translational_modification	PPI_directed
E1JHR9	P04412	22110040	Post-translational_modification	PPI_directed
C0MKX3	Q01083	22110040	Post-translational_modification	PPI_directed
Q8INU2	Q00805	22110040	Post-translational_modification	PPI_directed
Q9VL64	Q08012	22110040	Post-translational_modification	PPI_directed
Q9VE58	Q9Y0H4	22110040	Post-translational_modification	PPI_directed
P09615	Q01083	9716539;21071413	interaction_from_external_databases	PPI_undirected
Q9VXG8	Q00805	22110040	Post-translational_modification	PPI_directed
A2VEV2	Q9Y0H4	22110040	Post-translational_modification	PPI_directed
Q7JZ37	Q00805	22110040	Post-translational_modification	PPI_directed
Q7KTP1	Q5U110	9335506;18588885;21036869;21071413	interaction_from_external_databases	PPI_undirected
P20350	Q9VVJ6	21036869	Directed_protein-protein_interaction	PPI_predicted_as_directed
P08646	Q9V9J3	10075855;8682295;11063697;9927462;21071413	interaction_from_external_databases	PPI_undirected
A1Z7L8	Q01083	22110040	Post-translational_modification	PPI_directed
P18431	P18824	23331499;9187151;10581282;9630748;10924470;21036869;12559488;21071413	Interaction_between_pathway_members;interaction_from_external_databases	PPI_directed;PPI_undirected
Q6NN53	Q08012	22110040	Post-translational_modification	PPI_directed
Q29R32	Q08012	22110040	Post-translational_modification	PPI_directed
Q4V4A7	Q9Y0H4	22110040	Post-translational_modification	PPI_directed
B9EQQ2	Q9Y0H4	22110040	Post-translational_modification	PPI_directed
P08181	P04412	22110040	Post-translational_modification	PPI_directed
B5X0M8	Q01083	22110040	Post-translational_modification	PPI_directed
Q8SZA4	P04412	22110040	Post-translational_modification	PPI_directed
Q8IPK9	P04412	22110040	Post-translational_modification	PPI_directed
Q6NMX4	P04412	22110040	Post-translational_modification	PPI_directed
Q95YH6	Q9Y0H4	22110040	Post-translational_modification	PPI_directed
Q8T9D6	Q9VVI3	22110040	Post-translational_modification	PPI_directed
D3DMK5	Q9VM64	22110040	Post-translational_modification	PPI_directed
O01651	Q01083	22110040	Post-translational_modification	PPI_directed
Q9VMY8	P04412	22110040	Post-translational_modification	PPI_directed
Q5U118	Q01083	22110040	Post-translational_modification	PPI_directed
Q95TG3	Q00805	22110040	Post-translational_modification	PPI_directed
Q9VAR0	Q9VM64	22110040	Post-translational_modification	PPI_directed
D3DMM3	Q9VVI3	22110040	Post-translational_modification	PPI_directed
Q24229	Q9VVI3	22110040	Post-translational_modification	PPI_directed
P91667	Q9V407	23331499;10921899	Interaction_between_pathway_members	PPI_directed
O62602	P04412	22110040	Post-translational_modification	PPI_directed
A1Z870	Q9Y0H4	22110040	Post-translational_modification	PPI_directed
Q7KMI3	Q9Y0H4	22110040	Post-translational_modification	PPI_directed
Q95SW3	Q08012	22110040	Post-translational_modification	PPI_directed
A1ZA67	Q9Y0H4	22110040	Post-translational_modification	PPI_directed
P18168	O44783	15710747;21036869;21071413	interaction_from_external_databases	PPI_undirected
Q8I0B7	Q9Y0H4	22110040	Post-translational_modification	PPI_directed
Q8IR14	Q9VVI3	22110040	Post-translational_modification	PPI_directed
Q9W555	Q08012	22110040	Post-translational_modification	PPI_directed
H1ZYB7	P04412	22110040	Post-translational_modification	PPI_directed
P91682	P18431	11955435;21071413	interaction_from_external_databases	PPI_undirected
D1YSG1	P04412	22110040	Post-translational_modification	PPI_directed
E1JGN0	Q9VVI3	22110040	Post-translational_modification	PPI_directed
P14785	Q01083	22110040	Post-translational_modification	PPI_directed
Q9GSZ3	P29503	22110040	Post-translational_modification	PPI_directed
Q9VWE0	Q9VWW4	11825879;11696329;12403714;21036869;21071413	interaction_from_external_databases	PPI_undirected
Q9VGF9	P04412	22110040	Post-translational_modification	PPI_directed
P08646	Q7KNQ9	10557308;9814705;11063697;21036869;21071413	interaction_from_external_databases	PPI_undirected
Q9GV81	Q00805	22110040	Post-translational_modification	PPI_directed
Q6NP54	Q9Y0H4	22110040	Post-translational_modification	PPI_directed
Q9VC32	Q08012	22110040	Post-translational_modification	PPI_directed
Q9VYM1	Q08012	22110040	Post-translational_modification	PPI_directed
B6UW04	Q9Y0H4	22110040	Post-translational_modification	PPI_directed
Q00168	Q9VVI3	22110040	Post-translational_modification	PPI_directed
C8VUY9	P29503	22110040	Post-translational_modification	PPI_directed
C7LAC8	Q00805	22110040	Post-translational_modification	PPI_directed
Q4V4A7	P04412	22110040	Post-translational_modification	PPI_directed
Q7PL71	Q01083	22110040	Post-translational_modification	PPI_directed
Q7K137	P29503	22110040	Post-translational_modification	PPI_directed
P83967	Q08012	22110040	Post-translational_modification	PPI_directed
D1YSG0	Q01083	22110040	Post-translational_modification	PPI_directed
Q7KPX5	P04412	22110040	Post-translational_modification	PPI_directed
Q9W3I9	P04412	22110040	Post-translational_modification	PPI_directed
Q9VPU1	Q9VVI3	22110040	Post-translational_modification	PPI_directed
Q9VM90	P29503	22110040	Post-translational_modification	PPI_directed
Q3KN27	Q9VVI3	22110040	Post-translational_modification	PPI_directed
Q9VMT1	Q9VM64	22110040	Post-translational_modification	PPI_directed
Q8MQJ7	P04412	22110040	Post-translational_modification	PPI_directed
Q5BI36	Q01083	22110040	Post-translational_modification	PPI_directed
P19334	Q01083	22110040	Post-translational_modification	PPI_directed
O17048	Q9Y0H4	22110040	Post-translational_modification	PPI_directed
Q7KNF5	Q9VWW4	11504941;21071413	interaction_from_external_databases	PPI_undirected
A8JV17	P04412	22110040	Post-translational_modification	PPI_directed
