#FlyBase1	FlyBase2	PubMedIDs	InteractionType	Directedness
FBgn0004373	FBgn0005672	22110040	Post-translational_modification	PPI_directed
FBgn0027356	FBgn0259174	22110040	Post-translational_modification	PPI_directed
FBgn0004859	FBgn0000117	9783586;11784100;21071413	interaction_from_external_databases	PPI_undirected
FBgn0023423	FBgn0004859	23331499;17925225	Interaction_between_pathway_members	PPI_directed
FBgn0015834	FBgn0004569	22110040	Post-translational_modification	PPI_directed
FBgn0004647	FBgn0014388	15710747;21036869;21071413	interaction_from_external_databases	PPI_undirected
FBgn0031905	FBgn0259174	22110040	Post-translational_modification	PPI_directed
FBgn0015765	FBgn0259174	22110040	Post-translational_modification	PPI_directed
FBgn0058045	FBgn0003731	22110040	Post-translational_modification	PPI_directed
FBgn0015279	FBgn0004569	22110040	Post-translational_modification	PPI_directed
FBgn0085352	FBgn0003557	22110040	Post-translational_modification	PPI_directed
FBgn0015806	FBgn0002932	22110040	Post-translational_modification	PPI_directed
FBgn0003317	FBgn0031872	22110040	Post-translational_modification	PPI_directed
FBgn0025743	FBgn0002932	22110040	Post-translational_modification	PPI_directed
FBgn0000046	FBgn0004638	22110040	Post-translational_modification	PPI_directed
FBgn0026064	FBgn0005672	22110040	Post-translational_modification	PPI_directed
FBgn0003969	FBgn0002932	22110040	Post-translational_modification	PPI_directed
FBgn0039907	FBgn0043900	11955446;11912189;16005293;21036869;23331499	Interaction_between_pathway_members	PPI_directed
FBgn0259680	FBgn0259174	22110040	Post-translational_modification	PPI_directed
FBgn0260945	FBgn0031872	22110040	Post-translational_modification	PPI_directed
FBgn0028410	FBgn0002932	22110040	Post-translational_modification	PPI_directed
FBgn0262127	FBgn0005672	22110040	Post-translational_modification	PPI_directed
FBgn0034590	FBgn0003731	22110040	Post-translational_modification	PPI_directed
FBgn0004907	FBgn0003731	22110040	Post-translational_modification	PPI_directed
FBgn0260798	FBgn0005672	22110040	Post-translational_modification	PPI_directed
FBgn0000273	FBgn0003731	22110040	Post-translational_modification	PPI_directed
FBgn0038606	FBgn0003731	22110040	Post-translational_modification	PPI_directed
FBgn0039748	FBgn0259174	22110040	Post-translational_modification	PPI_directed
FBgn0029891	FBgn0005672	22110040	Post-translational_modification	PPI_directed
FBgn0261278	FBgn0004569	22110040	Post-translational_modification	PPI_directed
FBgn0001085	FBgn0004360	21036869	Directed_protein-protein_interaction	PPI_predicted_as_directed
FBgn0040056	FBgn0004638	22110040	Post-translational_modification	PPI_directed
FBgn0011737	FBgn0003731	22110040	Post-translational_modification	PPI_directed
FBgn0016930	FBgn0003731	22110040	Post-translational_modification	PPI_directed
FBgn0003612	FBgn0004956	11504941;21071413	interaction_from_external_databases	PPI_undirected
FBgn0013759	FBgn0002932	22110040	Post-translational_modification	PPI_directed
FBgn0037808	FBgn0003731	22110040	Post-translational_modification	PPI_directed
FBgn0030864	FBgn0259174	22110040	Post-translational_modification	PPI_directed
FBgn0014388	FBgn0003731	10089881;21036869;21071413	interaction_from_external_databases	PPI_undirected
FBgn0264606	FBgn0003731	22110040	Post-translational_modification	PPI_directed
FBgn0003371	FBgn0002932	22110040	Post-translational_modification	PPI_directed
FBgn0034264	FBgn0004569	22110040	Post-translational_modification	PPI_directed
FBgn0044323	FBgn0004569	22110040	Post-translational_modification	PPI_directed
FBgn0003169	FBgn0011648	23331499;10357889	Interaction_between_pathway_members	PPI_directed
FBgn0000442	FBgn0259174	22110040	Post-translational_modification	PPI_directed
FBgn0001961	FBgn0004569	22110040	Post-translational_modification	PPI_directed
FBgn0031374	FBgn0004569	22110040	Post-translational_modification	PPI_directed
FBgn0000117	FBgn0002945	11274052;10581282;10693810;21071413	interaction_from_external_databases	PPI_undirected
FBgn0020278	FBgn0003731	22110040	Post-translational_modification	PPI_directed
FBgn0019686	FBgn0259174	22110040	Post-translational_modification	PPI_directed
FBgn0011742	FBgn0259174	22110040	Post-translational_modification	PPI_directed
FBgn0025743	FBgn0005672	22110040	Post-translational_modification	PPI_directed
FBgn0000352	FBgn0015024	23331499;15691767;21036869	Interaction_between_pathway_members;Directed_protein-protein_interaction	PPI_directed;PPI_predicted_as_directed
FBgn0039249	FBgn0005672	22110040	Post-translational_modification	PPI_directed
FBgn0000382	FBgn0016794	23331499;22028469;10601017;8681384;11014820;21036869;9582352;21071413	Interaction_between_pathway_members	PPI_directed
FBgn0003256	FBgn0002932	22110040	Post-translational_modification	PPI_directed
FBgn0010303	FBgn0002932	22110040	Post-translational_modification	PPI_directed
FBgn0026181	FBgn0004569	22110040	Post-translational_modification	PPI_directed
FBgn0010909	FBgn0005672	22110040	Post-translational_modification	PPI_directed
FBgn0027363	FBgn0259174	22110040	Post-translational_modification	PPI_directed
FBgn0015589	FBgn0002932	22110040	Post-translational_modification	PPI_directed
FBgn0035590	FBgn0031872	22110040	Post-translational_modification	PPI_directed
FBgn0086906	FBgn0259174	22110040	Post-translational_modification	PPI_directed
FBgn0017456	FBgn0005672	22110040	Post-translational_modification	PPI_directed
FBgn0259712	FBgn0003557	22110040	Post-translational_modification	PPI_directed
FBgn0001079	FBgn0003731	22110040	Post-translational_modification	PPI_directed
FBgn0263395	FBgn0003557	22110040	Post-translational_modification	PPI_directed
FBgn0003366	FBgn0004638	8162856;23331499;8462097;8462098;21036869;7781603;21071413	Interaction_between_pathway_members;interaction_from_external_databases	PPI_directed;PPI_undirected
FBgn0003366	FBgn0004390	1547500;21071413	interaction_from_external_databases	PPI_undirected
FBgn0261530	FBgn0004638	22110040	Post-translational_modification	PPI_directed
FBgn0010379	FBgn0003557	22110040	Post-translational_modification	PPI_directed
FBgn0024179	FBgn0005672	22110040	Post-translational_modification	PPI_directed
FBgn0031997	FBgn0005672	22110040	Post-translational_modification	PPI_directed
FBgn0000047	FBgn0005672	22110040	Post-translational_modification	PPI_directed
FBgn0000206	FBgn0003366	23331499;21036869;7680109;1857416;21071413	Interaction_between_pathway_members;Directed_protein-protein_interaction	PPI_directed;PPI_predicted_as_directed
FBgn0014388	FBgn0004638	10089881;23331499;21036869	Interaction_between_pathway_members;Directed_protein-protein_interaction	PPI_directed;PPI_predicted_as_directed
FBgn0259219	FBgn0003731	22110040	Post-translational_modification	PPI_directed
FBgn0260945	FBgn0003557	22110040	Post-translational_modification	PPI_directed
FBgn0038466	FBgn0004569	22110040	Post-translational_modification	PPI_directed
FBgn0001291	FBgn0026323	11287182;21071413	interaction_from_external_databases	PPI_undirected
FBgn0031905	FBgn0003557	22110040	Post-translational_modification	PPI_directed
FBgn0032187	FBgn0002932	22110040	Post-translational_modification	PPI_directed
FBgn0003654,FBgn0261516	FBgn0004569	22110040	Post-translational_modification	PPI_directed
FBgn0030374	FBgn0003557	22110040	Post-translational_modification	PPI_directed
FBgn0020622	FBgn0005672	22110040	Post-translational_modification	PPI_directed
FBgn0001169	FBgn0000463	6443124;9778511;8756291;21071413	interaction_from_external_databases	PPI_undirected
FBgn0000147	FBgn0004569	22110040	Post-translational_modification	PPI_directed
FBgn0011817	FBgn0004638	22110040	Post-translational_modification	PPI_directed
FBgn0001169	FBgn0004837	9383058;20231316;12702684;15710747;8913755;11378391;1617729;1617730;21071413;10673509;14605208;10079358;22036573;408228;10903180;11071771;7954795;21036869	interaction_from_external_databases	PPI_undirected
FBgn0003744	FBgn0002932	22110040	Post-translational_modification	PPI_directed
FBgn0013987	FBgn0005672	22110040	Post-translational_modification	PPI_directed
FBgn0020386	FBgn0002932	22110040	Post-translational_modification	PPI_directed
FBgn0038640	FBgn0003557	22110040	Post-translational_modification	PPI_directed
FBgn0039796	FBgn0004569	22110040	Post-translational_modification	PPI_directed
FBgn0031050	FBgn0005672	22110040	Post-translational_modification	PPI_directed
FBgn0003205	FBgn0001291	22036573;8670899;21036869;21071413	interaction_from_external_databases	PPI_undirected
FBgn0023423	FBgn0004889	21036869	Directed_protein-protein_interaction	PPI_predicted_as_directed
FBgn0004106	FBgn0259174	22110040	Post-translational_modification	PPI_directed
FBgn0001139	FBgn0085432	17113388;9751710;9783586;21036869;21071413	interaction_from_external_databases	PPI_undirected
FBgn0000273	FBgn0015024	23331499;17925225	Interaction_between_pathway_members	PPI_directed
FBgn0029088	FBgn0004644	23331499;14556242	Interaction_between_pathway_members	PPI_directed
FBgn0031696	FBgn0003731	22110040	Post-translational_modification	PPI_directed
FBgn0004638	FBgn0010909	21036869	Directed_protein-protein_interaction	PPI_predicted_as_directed
FBgn0015589	FBgn0259174	22110040	Post-translational_modification	PPI_directed
FBgn0002932	FBgn0004647	2338245;11180964;21071413	interaction_from_external_databases	PPI_undirected
FBgn0028717	FBgn0002932	22110040	Post-translational_modification	PPI_directed
FBgn0000117	FBgn0067317	21036869	interaction_from_external_databases	PPI_undirected
FBgn0263605	FBgn0004569	22110040	Post-translational_modification	PPI_directed
FBgn0031149	FBgn0005672	22110040	Post-translational_modification	PPI_directed
FBgn0003169	FBgn0005672	22110040	Post-translational_modification	PPI_directed
FBgn0037130	FBgn0003731	22110040	Post-translational_modification	PPI_directed
FBgn0014006	FBgn0004638	22110040	Post-translational_modification	PPI_directed
FBgn0030864	FBgn0003557	22110040	Post-translational_modification	PPI_directed
FBgn0034931	FBgn0004569	22110040	Post-translational_modification	PPI_directed
FBgn0029006	FBgn0003716	21036869	Directed_protein-protein_interaction	PPI_predicted_as_directed
FBgn0001291	FBgn0003366	9224723;7923366;21071413	interaction_from_external_databases	PPI_undirected
FBgn0000442	FBgn0002932	22110040	Post-translational_modification	PPI_directed
FBgn0020493	FBgn0001169	12049762;21071413	interaction_from_external_databases	PPI_undirected
FBgn0003256	FBgn0001139	9383058;21071413	interaction_from_external_databases	PPI_undirected
FBgn0039796	FBgn0002932	22110040	Post-translational_modification	PPI_directed
FBgn0259174	FBgn0005672	22110040	Post-translational_modification	PPI_directed
FBgn0004390	FBgn0000206	1547500;21071413	interaction_from_external_databases	PPI_undirected
FBgn0259220	FBgn0259174	22110040	Post-translational_modification	PPI_directed
FBgn0010602	FBgn0005672	22110040	Post-translational_modification	PPI_directed
FBgn0037679	FBgn0003557	22110040	Post-translational_modification	PPI_directed
FBgn0005592	FBgn0010333	12588856;21071413	interaction_from_external_databases	PPI_undirected
FBgn0261524	FBgn0005672	22110040	Post-translational_modification	PPI_directed
FBgn0003716	FBgn0003169	9521913;12750335;8653785;9409686;21071413	interaction_from_external_databases	PPI_undirected
FBgn0261854	FBgn0003557	22110040	Post-translational_modification	PPI_directed
FBgn0019686	FBgn0003557	22110040	Post-translational_modification	PPI_directed
FBgn0000273	FBgn0002932	22110040	Post-translational_modification	PPI_directed
FBgn0019947	FBgn0004647	10903180;23331499;10491396;12651094;11134525;10493744;21071413	Interaction_between_pathway_members	PPI_directed
FBgn0035142	FBgn0002932	22110040	Post-translational_modification	PPI_directed
FBgn0000721	FBgn0003731	22110040	Post-translational_modification	PPI_directed
FBgn0010877	FBgn0004569	22110040	Post-translational_modification	PPI_directed
FBgn0014388	FBgn0259984	15710747;21036869;21071413	interaction_from_external_databases	PPI_undirected
FBgn0003716	FBgn0001291	9224721;21071413	interaction_from_external_databases	PPI_undirected
FBgn0264492	FBgn0031872	22110040	Post-translational_modification	PPI_directed
FBgn0020621	FBgn0004569	22110040	Post-translational_modification	PPI_directed
FBgn0024227	FBgn0003731	22110040	Post-translational_modification	PPI_directed
FBgn0024326	FBgn0000229	9584193;23331499;19079254;21036869	Interaction_between_pathway_members	PPI_directed
FBgn0003716	FBgn0005672	22110040	Post-translational_modification	PPI_directed
FBgn0029006	FBgn0011648	15575970;21071413	interaction_from_external_databases	PPI_undirected
FBgn0037339	FBgn0003731	22110040	Post-translational_modification	PPI_directed
FBgn0011823	FBgn0002932	22110040	Post-translational_modification	PPI_directed
FBgn0015277	FBgn0003557	22110040	Post-translational_modification	PPI_directed
FBgn0010909	FBgn0259174	22110040	Post-translational_modification	PPI_directed
FBgn0010379	FBgn0259174	22110040	Post-translational_modification	PPI_directed
FBgn0003733	FBgn0003716	21071413	Directed_protein-protein_interaction	PPI_predicted_as_directed
FBgn0020386	FBgn0031872	22110040	Post-translational_modification	PPI_directed
FBgn0010379	FBgn0020386	21036869;21071413	Directed_protein-protein_interaction	PPI_predicted_as_directed
FBgn0020621	FBgn0003731	22110040	Post-translational_modification	PPI_directed
FBgn0010333	FBgn0010909	12467587;11825878;21071413	interaction_from_external_databases	PPI_undirected
FBgn0041184	FBgn0004864	23331499;12479803	Interaction_between_pathway_members	PPI_directed
FBgn0030748	FBgn0003731	22110040	Post-translational_modification	PPI_directed
FBgn0004889	FBgn0003366	21071413	Directed_protein-protein_interaction	PPI_predicted_as_directed
FBgn0020386	FBgn0004569	22110040	Post-translational_modification	PPI_directed
FBgn0031855	FBgn0002932	22110040	Post-translational_modification	PPI_directed
FBgn0020245	FBgn0029175	14998928;21036869	interaction_from_external_databases	PPI_undirected
FBgn0053554	FBgn0003731	22110040	Post-translational_modification	PPI_directed
FBgn0037021	FBgn0005672	22110040	Post-translational_modification	PPI_directed
FBgn0015589	FBgn0003731	22110040	Post-translational_modification	PPI_directed
FBgn0030374	FBgn0259174	22110040	Post-translational_modification	PPI_directed
FBgn0023172	FBgn0003731	22110040	Post-translational_modification	PPI_directed
FBgn0014388	FBgn0004569	10089881;10226010;10747059;21071413	interaction_from_external_databases	PPI_undirected
FBgn0001079	FBgn0002932	22110040	Post-translational_modification	PPI_directed
FBgn0005355	FBgn0003892	9874371;11112325;21071413	interaction_from_external_databases	PPI_undirected
FBgn0063485	FBgn0259174	22110040	Post-translational_modification	PPI_directed
FBgn0011300	FBgn0004569	22110040	Post-translational_modification	PPI_directed
FBgn0046692	FBgn0259174	22110040	Post-translational_modification	PPI_directed
FBgn0014388	FBgn0003366	14605208;10089881;10226010;21071413	interaction_from_external_databases	PPI_undirected
FBgn0003091	FBgn0004569	22110040	Post-translational_modification	PPI_directed
FBgn0250823	FBgn0259174	22110040	Post-translational_modification	PPI_directed
